Date,Category,Value1,Value2,Value3,Port,Traffic
2023-10-25,CategoryC,59.37,110.2,29.29,8080,19080.12
2023-10-25,CategoryC,92.44,194.07,8.6,22,37041.74
2023-10-25,CategoryC,99.01,76.46,37.76,3306,16567.24
2023-10-25,CategoryC,75.57,78.71,16.43,21,47150.17
2023-10-25,CategoryD,87.8,101.86,7.5,80,4687.21
2023-10-25,CategoryD,63.94,67.39,13.07,443,39519.38
2023-10-25,CategoryD,38.77,174.27,35.39,8080,32693.57
2023-10-25,CategoryD,51.1,107.27,23.49,22,49839.95
2023-10-25,CategoryD,89.41,81.03,24.5,3306,43818.04
2023-10-25,CategoryD,87.59,58.24,39.72,21,3528.28
2023-10-26,CategoryA,91.64,163.92,40.35,80,46626.43
2023-10-26,CategoryA,59.28,54.55,22.64,443,46395.27
2023-10-26,CategoryA,38.16,133.32,29.03,8080,23331.36
2023-10-26,CategoryA,79.02,157.64,32.53,22,47591.99
2023-10-26,CategoryA,26.43,116.76,42.13,3306,3881.83
2023-10-26,CategoryA,42.56,182.78,9.94,21,12938.79
2023-10-26,CategoryB,92.71,174.26,22.34,80,46671.95
2023-10-26,CategoryB,46.43,130.58,18.35,443,15291.36
2023-10-26,CategoryB,11.41,144.27,35.73,8080,33281.69
2023-10-26,CategoryB,32.24,144.24,35.8,22,17033.34
2023-10-26,CategoryB,98.89,37.74,29.63,3306,13997.62
2023-10-26,CategoryB,58.1,81.39,7.12,21,10228.09
2023-10-26,CategoryC,77.79,179.57,39.83,80,20377.83
2023-10-26,CategoryC,82.17,118.65,28.71,443,38559.23
2023-10-26,CategoryC,61.3,85.14,24.77,8080,22238.13
2023-10-26,CategoryC,87.07,177.36,40.81,22,28582.07
2023-10-26,CategoryC,45.39,84.06,23.91,3306,35780.27
2023-10-26,CategoryC,73.36,100.93,27.58,21,21987.33
2023-10-26,CategoryD,23.47,163.45,41.63,80,9523.25
2023-10-26,CategoryD,16.16,92.8,24.1,443,14848.46
2023-10-26,CategoryD,45.61,136.64,24.71,8080,48049.38
2023-10-26,CategoryD,71.31,77.02,12.46,22,8475.07
2023-10-26,CategoryD,49.15,182.25,39.66,3306,25976.04
2023-10-26,CategoryD,44.22,171.33,48.1,21,48527.05
2023-10-27,CategoryA,46.37,76.53,27.35,80,27640.53
2023-10-27,CategoryA,76.68,33.59,10.43,443,13040.58
2023-10-27,CategoryA,33.28,39.39,42.91,8080,16925.93
2023-10-27,CategoryA,42.94,95.02,49.04,22,29298.14
2023-10-27,CategoryA,43.78,115.1,34.85,3306,31525.34
2023-10-27,CategoryA,95.66,86.3,9.95,21,27503.67
2023-10-27,CategoryB,16.17,167.9,11.32,80,44328.16
2023-10-27,CategoryB,27.17,65.17,39.36,443,27450.32
2023-10-27,CategoryB,53.07,139.94,27.18,8080,47943.91
2023-10-27,CategoryB,18.72,174.93,33.24,22,8861.46
2023-10-27,CategoryB,95.07,56.57,26.75,3306,28733.4
2023-10-27,CategoryB,53.83,183.8,16.03,21,37080.77
2023-10-27,CategoryC,26.86,121.95,40.03,80,33079.5
2023-10-27,CategoryC,13.11,48.79,28.7,443,17304.74
2023-10-27,CategoryC,53.94,110.41,35.99,8080,40934.24
2023-10-27,CategoryC,84.72,130.49,28.49,22,48467.62
2023-10-27,CategoryC,46.38,76.18,14.57,3306,27728.38
2023-10-27,CategoryC,89.59,184.8,39.56,21,45937.31
2023-10-27,CategoryD,29.47,131.11,16.76,80,47921.93
2023-10-27,CategoryD,53.68,49.05,14.94,443,37545.89
2023-10-27,CategoryD,94.68,20.58,19.26,8080,32477.43
2023-10-27,CategoryD,73.55,43.37,20.75,22,29184.24
2023-10-27,CategoryD,39.3,129.91,21.69,3306,4593.96
2023-10-27,CategoryD,40.23,143.81,15.66,21,13733.3
2023-10-28,CategoryA,96.97,199.67,38.55,80,2898.63
2023-10-28,CategoryA,95.46,66.66,19.6,443,4206.93
2023-10-28,CategoryA,61.24,45.49,5.28,8080,17583.27
2023-10-28,CategoryA,16.35,66.0,46.23,22,32392.62
2023-10-28,CategoryA,83.4,179.89,43.24,3306,43205.62
2023-10-28,CategoryA,26.42,34.08,41.82,21,2403.8
2023-10-28,CategoryB,82.48,87.04,23.44,80,37683.72
2023-10-28,CategoryB,98.71,191.33,29.25,443,31406.08
2023-10-28,CategoryB,58.26,131.03,35.01,8080,39176.86
2023-10-28,CategoryB,49.21,127.01,34.99,22,49988.53
2023-10-28,CategoryB,21.48,195.89,29.33,3306,48093.92
2023-10-28,CategoryB,84.99,164.43,38.03,21,25808.67
2023-10-28,CategoryC,27.0,174.15,6.4,80,36995.09
2023-10-28,CategoryC,50.36,188.34,21.25,443,49621.95
2023-10-28,CategoryC,76.07,62.41,28.23,8080,47665.67
2023-10-28,CategoryC,91.7,127.45,20.44,22,32488.1
2023-10-28,CategoryC,74.34,27.68,34.06,3306,19384.38
2023-10-28,CategoryC,74.86,148.59,21.96,21,23126.8
2023-10-28,CategoryD,63.95,189.03,12.35,80,11221.83
2023-10-28,CategoryD,21.32,43.3,29.87,443,3537.83
2023-10-28,CategoryD,97.32,69.71,41.58,8080,39872.86
2023-10-28,CategoryD,86.94,76.14,32.21,22,47467.04
2023-10-28,CategoryD,14.62,89.1,7.64,3306,46736.76
2023-10-28,CategoryD,60.33,134.8,8.68,21,4113.77
2023-10-29,CategoryA,47.79,183.86,32.53,80,32600.09
2023-10-29,CategoryA,67.54,191.97,6.51,443,39418.4
2023-10-29,CategoryA,18.43,97.46,39.54,8080,27615.8
2023-10-29,CategoryA,29.21,110.34,10.79,22,3831.52
2023-10-29,CategoryA,62.75,84.06,22.05,3306,48348.33
2023-10-29,CategoryA,73.66,185.82,31.93,21,9009.4
2023-10-29,CategoryB,46.7,87.6,25.63,80,6426.64
2023-10-29,CategoryB,61.43,150.07,30.19,443,36940.46
2023-10-29,CategoryB,83.27,101.25,15.17,8080,34917.75
2023-10-29,CategoryB,61.89,185.0,45.48,22,43669.83
2023-10-29,CategoryB,50.86,198.89,22.53,3306,35352.5
2023-10-29,CategoryB,85.37,126.15,19.75,21,19925.08
2023-10-29,CategoryC,36.37,147.45,44.98,80,22645.31
2023-10-29,CategoryC,55.27,196.76,31.85,443,18917.89
2023-10-29,CategoryC,71.05,69.5,24.46,8080,12176.03
2023-10-29,CategoryC,62.85,121.27,9.27,22,12999.92
2023-10-29,CategoryC,26.02,194.5,14.41,3306,18406.33
2023-10-29,CategoryC,39.19,124.96,15.15,21,13724.69
2023-10-29,CategoryD,65.23,100.42,27.1,80,11549.48
2023-10-29,CategoryD,72.55,49.02,10.08,443,23950.72
2023-10-29,CategoryD,43.15,151.32,12.1,8080,45494.34
2023-10-29,CategoryD,75.33,59.09,23.89,22,46571.46
2023-10-29,CategoryD,45.1,151.69,14.34,3306,28030.71
2023-10-29,CategoryD,41.9,88.0,31.3,21,36493.24
2023-10-30,CategoryA,52.62,59.3,27.37,80,41152.62
2023-10-30,CategoryA,69.19,95.25,32.14,443,6356.07
2023-10-30,CategoryA,51.94,32.62,27.62,8080,48881.73
2023-10-30,CategoryA,10.31,125.79,12.68,22,17431.07
2023-10-30,CategoryA,56.99,59.21,8.84,3306,36183.48
2023-10-30,CategoryA,67.59,153.62,24.23,21,19959.68
2023-10-30,CategoryB,51.62,39.79,27.24,80,39858.53
2023-10-30,CategoryB,52.61,156.37,20.92,443,47116.64
2023-10-30,CategoryB,29.14,167.87,29.88,8080,27947.29
2023-10-30,CategoryB,76.79,162.3,10.37,22,7177.47
2023-10-30,CategoryB,12.56,169.38,27.66,3306,41998.96
2023-10-30,CategoryB,90.26,78.92,44.64,21,23645.67
2023-10-30,CategoryC,67.8,72.24,8.72,80,48595.69
2023-10-30,CategoryC,13.65,22.75,7.27,443,23240.42
2023-10-30,CategoryC,56.08,26.88,23.42,8080,20563.23
2023-10-30,CategoryC,96.07,135.0,8.56,22,11466.43
2023-10-30,CategoryC,55.36,102.63,17.55,3306,25474.78
2023-10-30,CategoryC,85.01,117.1,36.09,21,22557.21
2023-10-30,CategoryD,92.25,173.62,15.87,80,3565.94
2023-10-30,CategoryD,73.84,95.24,25.31,443,1957.88
2023-10-30,CategoryD,19.21,174.1,21.76,8080,1813.82
2023-10-30,CategoryD,38.68,21.49,32.9,22,46769.82
2023-10-30,CategoryD,76.28,150.44,40.72,3306,18819.21
2023-10-30,CategoryD,77.52,111.15,29.38,21,26789.72
2023-10-31,CategoryA,83.91,97.2,15.28,80,24298.53
2023-10-31,CategoryA,66.14,108.97,12.59,443,47250.28
2023-10-31,CategoryA,79.83,154.48,20.85,8080,32686.48
2023-10-31,CategoryA,98.26,164.98,46.92,22,1051.41
2023-10-31,CategoryA,89.2,97.72,48.08,3306,13303.8
2023-10-31,CategoryA,75.77,150.79,48.31,21,34063.96
2023-10-31,CategoryB,69.84,27.68,20.92,80,49937.49
2023-10-31,CategoryB,50.05,73.44,23.28,443,37451.85
2023-10-31,CategoryB,95.68,79.49,40.07,8080,18287.31
2023-10-31,CategoryB,88.05,133.14,9.36,22,31558.0
2023-10-31,CategoryB,22.6,152.05,43.29,3306,1424.49
2023-10-31,CategoryB,71.42,104.86,46.85,21,23052.7
2023-10-31,CategoryC,97.11,158.63,37.98,80,5613.42
2023-10-31,CategoryC,36.02,94.56,49.82,443,16004.94
2023-10-31,CategoryC,73.52,157.4,7.37,8080,20806.15
2023-10-31,CategoryC,64.75,144.03,48.14,22,2805.59
2023-10-31,CategoryC,66.25,136.26,5.17,3306,7910.19
2023-10-31,CategoryC,59.74,134.72,13.37,21,36736.35
2023-10-31,CategoryD,32.12,35.44,46.81,80,33539.0
2023-10-31,CategoryD,54.91,82.35,24.25,443,26540.65
2023-10-31,CategoryD,86.99,20.95,25.01,8080,33311.13
2023-10-31,CategoryD,65.82,131.66,9.93,22,32800.19
2023-10-31,CategoryD,24.31,160.53,46.21,3306,14847.24
2023-10-31,CategoryD,12.89,78.44,31.68,21,22305.14
2023-11-01,CategoryA,12.15,119.99,45.72,80,48766.03
2023-11-01,CategoryA,24.41,98.29,43.93,443,13618.37
2023-11-01,CategoryA,85.6,186.22,8.32,8080,1229.76
2023-11-01,CategoryA,51.13,77.93,34.73,22,42338.52
2023-11-01,CategoryA,75.79,30.1,24.0,3306,47899.6
2023-11-01,CategoryA,72.6,59.74,19.65,21,27116.54
2023-11-01,CategoryB,11.46,49.17,48.43,80,40504.8
2023-11-01,CategoryB,49.41,61.64,21.57,443,48869.91
2023-11-01,CategoryB,36.42,191.87,20.12,8080,8952.18
2023-11-01,CategoryB,40.18,67.15,25.03,22,38696.58
2023-11-01,CategoryB,90.45,104.95,33.59,3306,32398.44
2023-11-01,CategoryB,80.39,70.23,45.9,21,13804.11
2023-11-01,CategoryC,19.81,136.19,39.22,80,11049.35
2023-11-01,CategoryC,27.53,143.54,33.5,443,17749.05
2023-11-01,CategoryC,93.74,112.98,13.47,8080,45899.02
2023-11-01,CategoryC,76.53,55.22,21.8,22,48013.96
2023-11-01,CategoryC,73.97,60.29,31.48,3306,39640.07
2023-11-01,CategoryC,90.98,141.68,44.58,21,32007.08
2023-11-01,CategoryD,49.53,127.3,11.19,80,30011.07
2023-11-01,CategoryD,57.92,74.82,15.2,443,39964.03
2023-11-01,CategoryD,41.03,22.26,49.42,8080,34123.2
2023-11-01,CategoryD,66.6,72.66,48.39,22,46260.59
2023-11-01,CategoryD,10.31,37.78,14.94,3306,33709.69
2023-11-01,CategoryD,25.21,93.22,46.08,21,36821.97
2023-11-02,CategoryA,49.31,93.32,47.99,80,26103.84
2023-11-02,CategoryA,63.28,168.28,48.08,443,38195.41
2023-11-02,CategoryA,75.19,90.58,30.9,8080,12864.64
2023-11-02,CategoryA,52.16,197.18,48.59,22,38020.17
2023-11-02,CategoryA,14.71,104.08,47.62,3306,37561.03
2023-11-02,CategoryA,54.86,173.18,49.5,21,45272.23
2023-11-02,CategoryB,71.14,164.66,26.4,80,27582.32
2023-11-02,CategoryB,35.23,42.85,39.52,443,11699.12
2023-11-02,CategoryB,99.52,186.22,31.06,8080,18534.84
2023-11-02,CategoryB,88.59,101.36,23.25,22,5328.89
2023-11-02,CategoryB,31.13,115.95,9.97,3306,7905.02
2023-11-02,CategoryB,32.37,37.56,46.02,21,47325.85
2023-11-02,CategoryC,12.61,141.4,44.13,80,31251.36
2023-11-02,CategoryC,49.08,164.51,21.16,443,10091.72
2023-11-02,CategoryC,89.04,150.39,8.94,8080,30951.22
2023-11-02,CategoryC,12.7,56.98,49.66,22,35832.96
2023-11-02,CategoryC,27.53,84.58,37.06,3306,31744.89
2023-11-02,CategoryC,12.9,168.65,46.15,21,3992.71
2023-11-02,CategoryD,57.03,71.58,6.27,80,2595.52
2023-11-02,CategoryD,76.97,90.16,37.14,443,23869.84
2023-11-02,CategoryD,64.82,24.72,36.8,8080,38212.85
2023-11-02,CategoryD,32.48,79.32,37.61,22,37572.71
2023-11-02,CategoryD,90.61,62.03,25.23,3306,45148.34
2023-11-02,CategoryD,47.71,110.94,14.83,21,31484.89
2023-11-03,CategoryA,33.18,23.11,20.49,80,36643.92
2023-11-03,CategoryA,83.7,88.28,20.35,443,41767.41
2023-11-03,CategoryA,36.85,38.52,30.34,8080,24480.66
2023-11-03,CategoryA,75.8,43.86,27.94,22,32396.23
2023-11-03,CategoryA,69.68,140.41,32.22,3306,27827.29
2023-11-03,CategoryA,92.39,125.95,37.73,21,20948.47
2023-11-03,CategoryB,63.17,177.27,8.91,80,28868.99
2023-11-03,CategoryB,79.3,52.23,9.02,443,19678.18
2023-11-03,CategoryB,76.24,89.64,45.07,8080,49632.91
2023-11-03,CategoryB,61.55,173.78,9.4,22,2180.07
2023-11-03,CategoryB,80.27,86.08,43.43,3306,47635.32
2023-11-03,CategoryB,61.39,23.55,20.48,21,11123.01
2023-11-03,CategoryC,16.85,182.16,21.55,80,23620.1
2023-11-03,CategoryC,37.59,137.69,6.39,443,36610.3
2023-11-03,CategoryC,40.46,179.76,14.22,8080,42864.09
2023-11-03,CategoryC,42.95,175.86,21.5,22,33692.14
2023-11-03,CategoryC,65.24,24.23,5.36,3306,49223.05
2023-11-03,CategoryC,28.09,110.26,39.21,21,15074.35
2023-11-03,CategoryD,18.22,20.75,39.65,80,10931.83
2023-11-03,CategoryD,37.77,54.93,22.78,443,15258.81
2023-11-03,CategoryD,73.19,30.42,10.79,8080,9919.61
2023-11-03,CategoryD,66.14,142.7,44.36,22,9175.65
2023-11-03,CategoryD,18.29,124.54,12.19,3306,43270.21
2023-11-03,CategoryD,51.66,52.31,14.23,21,25889.4
2023-11-04,CategoryA,79.77,150.84,26.61,80,43773.19
2023-11-04,CategoryA,88.86,144.31,12.96,443,46765.39
2023-11-04,CategoryA,65.62,178.65,35.23,8080,37078.19
2023-11-04,CategoryA,15.17,101.96,29.36,22,4641.14
2023-11-04,CategoryA,37.59,139.62,45.67,3306,39069.58
2023-11-04,CategoryA,10.22,148.59,41.9,21,45103.13
2023-11-04,CategoryB,19.65,185.22,18.83,80,16784.06
2023-11-04,CategoryB,57.37,119.76,11.83,443,31898.58
2023-11-04,CategoryB,56.8,107.69,18.74,8080,8529.67
2023-11-04,CategoryB,64.98,48.5,8.07,22,30543.7
2023-11-04,CategoryB,92.58,119.74,45.15,3306,30256.95
2023-11-04,CategoryB,64.9,199.21,34.86,21,29292.45
2023-11-04,CategoryC,23.26,153.99,26.56,80,49588.02
2023-11-04,CategoryC,14.44,167.45,5.67,443,19839.57
2023-11-04,CategoryC,61.24,125.55,7.08,8080,24918.74
2023-11-04,CategoryC,28.61,105.16,12.7,22,8035.48
2023-11-04,CategoryC,56.48,35.64,45.62,3306,34222.56
2023-11-04,CategoryC,32.05,132.77,32.08,21,11761.92
2023-11-04,CategoryD,94.32,57.98,49.13,80,25698.17
2023-11-04,CategoryD,94.49,155.45,43.03,443,6575.78
2023-11-04,CategoryD,12.27,111.23,35.24,8080,19667.7
2023-11-04,CategoryD,59.51,133.0,5.41,22,17137.37
2023-11-04,CategoryD,80.02,45.17,23.62,3306,23891.23
2023-11-04,CategoryD,27.29,152.16,13.03,21,37968.85
2023-11-05,CategoryA,10.68,20.38,26.94,80,15909.66
2023-11-05,CategoryA,14.92,24.58,19.4,443,6135.57
2023-11-05,CategoryA,34.08,44.87,19.79,8080,5629.78
2023-11-05,CategoryA,24.53,65.0,25.21,22,41227.66
2023-11-05,CategoryA,39.12,88.49,13.69,3306,20420.77
2023-11-05,CategoryA,54.88,47.31,5.73,21,26467.62
2023-11-05,CategoryB,33.48,172.54,21.98,80,25683.86
2023-11-05,CategoryB,33.26,198.68,15.44,443,11912.35
2023-11-05,CategoryB,74.0,136.09,20.86,8080,18850.83
2023-11-05,CategoryB,35.94,146.61,37.25,22,9981.9
2023-11-05,CategoryB,17.43,31.36,42.48,3306,5241.78
2023-11-05,CategoryB,33.41,173.17,33.99,21,1369.95
2023-11-05,CategoryC,21.32,78.4,7.76,80,39903.03
2023-11-05,CategoryC,14.5,21.09,7.87,443,27063.37
2023-11-05,CategoryC,59.1,187.34,43.41,8080,26951.96
2023-11-05,CategoryC,85.27,113.53,18.32,22,25744.96
2023-11-05,CategoryC,99.26,54.63,5.1,3306,41823.84
2023-11-05,CategoryC,30.41,191.44,43.63,21,30977.77
2023-11-05,CategoryD,40.45,68.99,28.47,80,38387.63
2023-11-05,CategoryD,98.27,74.81,44.59,443,22295.66
2023-11-05,CategoryD,39.06,76.0,26.24,8080,35385.29
2023-11-05,CategoryD,59.81,78.77,30.66,22,21805.66
2023-11-05,CategoryD,24.4,95.93,27.41,3306,35230.08
2023-11-05,CategoryD,82.48,168.09,6.83,21,36993.98
2023-11-06,CategoryA,40.49,168.27,12.62,80,42828.2
2023-11-06,CategoryA,78.57,128.86,42.48,443,10902.84
2023-11-06,CategoryA,39.44,128.8,14.48,8080,20157.45
2023-11-06,CategoryA,85.1,62.17,13.14,22,31157.96
2023-11-06,CategoryA,67.96,128.77,36.88,3306,42338.97
2023-11-06,CategoryA,72.95,153.8,23.44,21,10287.92
2023-11-06,CategoryB,39.31,182.34,46.83,80,6693.33
2023-11-06,CategoryB,70.61,146.5,25.55,443,30014.47
2023-11-06,CategoryB,39.67,96.63,45.59,8080,12251.7
2023-11-06,CategoryB,44.5,30.52,23.05,22,24570.88
2023-11-06,CategoryB,90.45,42.84,9.05,3306,6829.03
2023-11-06,CategoryB,28.94,137.6,41.16,21,19690.64
2023-11-06,CategoryC,32.64,46.88,26.05,80,3726.96
2023-11-06,CategoryC,23.78,117.35,9.4,443,40513.54
2023-11-06,CategoryC,92.41,62.71,10.44,8080,40364.28
2023-11-06,CategoryC,13.15,27.37,45.83,22,41375.64
2023-11-06,CategoryC,66.25,182.02,17.71,3306,3094.91
2023-11-06,CategoryC,24.28,167.31,16.25,21,40753.82
2023-11-06,CategoryD,18.97,56.36,29.59,80,9971.18
2023-11-06,CategoryD,71.82,65.26,19.47,443,3336.94
2023-11-06,CategoryD,98.0,94.61,32.01,8080,24670.41
2023-11-06,CategoryD,72.62,182.41,28.01,22,16783.66
2023-11-06,CategoryD,29.98,96.29,35.36,3306,25009.85
2023-11-06,CategoryD,92.3,141.94,38.88,21,43169.12
2023-11-07,CategoryA,24.23,145.79,37.78,80,14752.8
2023-11-07,CategoryA,99.33,87.38,30.22,443,49521.81
2023-11-07,CategoryA,61.48,168.4,35.88,8080,34228.44
2023-11-07,CategoryA,73.15,148.71,13.44,22,12842.02
2023-11-07,CategoryA,14.81,115.97,24.2,3306,44916.24
2023-11-07,CategoryA,89.27,95.28,20.82,21,23918.25
2023-11-07,CategoryB,39.52,190.43,15.37,80,9619.48
2023-11-07,CategoryB,32.86,83.1,33.17,443,24895.01
2023-11-07,CategoryB,96.05,75.0,38.67,8080,44620.07
2023-11-07,CategoryB,76.96,170.84,9.76,22,28514.38
2023-11-07,CategoryB,68.47,48.6,40.7,3306,32490.24
2023-11-07,CategoryB,50.86,132.95,24.94,21,20813.32
2023-11-07,CategoryC,97.22,30.28,36.41,80,16552.5
2023-11-07,CategoryC,71.59,117.93,49.06,443,37891.95
2023-11-07,CategoryC,34.4,50.03,32.85,8080,19144.39
2023-11-07,CategoryC,64.08,105.93,8.47,22,19027.58
2023-11-07,CategoryC,77.93,59.14,13.75,3306,27271.65
2023-11-07,CategoryC,26.86,132.15,47.34,21,40947.12
2023-11-07,CategoryD,85.98,30.96,18.08,80,47771.42
2023-11-07,CategoryD,56.48,41.13,39.62,443,27103.76
2023-11-07,CategoryD,41.08,152.43,27.6,8080,21816.39
2023-11-07,CategoryD,36.22,61.24,28.03,22,15065.69
2023-11-07,CategoryD,66.98,158.91,31.06,3306,44106.31
2023-11-07,CategoryD,16.87,52.33,29.13,21,25391.06
2023-11-08,CategoryA,97.64,124.48,39.32,80,21733.59
2023-11-08,CategoryA,93.53,101.99,29.08,443,29220.4
2023-11-08,CategoryA,73.18,134.21,21.46,8080,38631.68
2023-11-08,CategoryA,81.72,82.21,19.57,22,4370.7
2023-11-08,CategoryA,11.35,55.82,37.99,3306,38629.81
2023-11-08,CategoryA,20.27,97.35,15.89,21,42129.62
2023-11-08,CategoryB,57.1,54.21,18.73,80,21349.21
2023-11-08,CategoryB,92.0,148.62,27.78,443,44539.83
2023-11-08,CategoryB,76.67,83.54,18.97,8080,15854.74
2023-11-08,CategoryB,99.07,192.94,42.77,22,36199.93
2023-11-08,CategoryB,94.44,157.47,37.47,3306,4827.37
2023-11-08,CategoryB,65.47,83.48,23.48,21,46785.36
2023-11-08,CategoryC,98.04,158.79,31.4,80,34593.63
2023-11-08,CategoryC,29.86,150.22,35.79,443,4960.98
2023-11-08,CategoryC,59.52,154.15,23.05,8080,40094.3
2023-11-08,CategoryC,66.76,99.5,28.01,22,42338.02
2023-11-08,CategoryC,46.12,56.01,23.63,3306,39016.89
2023-11-08,CategoryC,20.67,135.38,11.05,21,27588.88
2023-11-08,CategoryD,61.39,106.63,38.55,80,27203.31
2023-11-08,CategoryD,88.4,186.63,33.37,443,38318.19
2023-11-08,CategoryD,30.41,56.57,46.32,8080,13667.25
2023-11-08,CategoryD,45.88,121.38,43.38,22,3506.31
2023-11-08,CategoryD,12.25,177.58,17.48,3306,4167.66
2023-11-08,CategoryD,69.72,83.15,18.13,21,6085.38
2023-11-09,CategoryA,18.38,21.9,21.38,80,43540.21
2023-11-09,CategoryA,74.22,57.88,22.9,443,14113.26
2023-11-09,CategoryA,49.86,175.0,27.26,8080,39251.98
2023-11-09,CategoryA,85.24,76.21,27.48,22,26784.35
2023-11-09,CategoryA,51.25,142.34,35.39,3306,4084.2
2023-11-09,CategoryA,18.82,90.05,24.14,21,46990.27
2023-11-09,CategoryB,41.84,199.01,36.08,80,31204.26
2023-11-09,CategoryB,54.77,68.16,26.15,443,37054.9
2023-11-09,CategoryB,16.48,174.85,38.81,8080,24931.85
2023-11-09,CategoryB,61.43,102.53,21.81,22,40857.4
2023-11-09,CategoryB,48.43,49.64,44.17,3306,36458.16
2023-11-09,CategoryB,70.83,191.41,37.54,21,45769.26
2023-11-09,CategoryC,21.87,164.22,14.36,80,31973.82
2023-11-09,CategoryC,98.52,99.12,9.69,443,32814.21
2023-11-09,CategoryC,28.2,89.85,7.26,8080,22411.33
2023-11-09,CategoryC,30.57,39.88,18.53,22,4654.24
2023-11-09,CategoryC,52.2,192.41,17.96,3306,39064.88
2023-11-09,CategoryC,72.36,149.89,13.68,21,28104.89
2023-11-09,CategoryD,36.62,198.58,23.09,80,45009.6
2023-11-09,CategoryD,73.24,93.74,33.53,443,19500.36
2023-11-09,CategoryD,88.59,120.16,18.17,8080,30180.9
2023-11-09,CategoryD,36.92,170.55,18.57,22,16660.39
2023-11-09,CategoryD,42.18,33.87,7.04,3306,12046.49
2023-11-09,CategoryD,37.33,129.32,14.92,21,18191.96
2023-11-10,CategoryA,17.76,131.63,13.88,80,34966.32
2023-11-10,CategoryA,91.52,142.39,33.49,443,27508.74
2023-11-10,CategoryA,56.21,36.29,10.9,8080,28619.57
2023-11-10,CategoryA,99.21,160.74,36.27,22,1637.31
2023-11-10,CategoryA,68.31,112.07,44.3,3306,11529.87
2023-11-10,CategoryA,52.1,182.65,19.23,21,18793.06
2023-11-10,CategoryB,80.04,173.27,28.28,80,4107.98
2023-11-10,CategoryB,46.66,131.18,11.57,443,28549.55
2023-11-10,CategoryB,61.57,85.29,47.11,8080,29278.37
2023-11-10,CategoryB,85.38,143.99,16.15,22,49539.25
2023-11-10,CategoryB,78.59,75.21,44.66,3306,15559.73
2023-11-10,CategoryB,82.12,151.13,33.07,21,15837.24
2023-11-10,CategoryC,35.53,162.14,24.65,80,41150.73
2023-11-10,CategoryC,64.22,85.61,33.57,443,3294.9
2023-11-10,CategoryC,66.57,161.4,11.59,8080,48718.1
2023-11-10,CategoryC,99.1,115.14,12.27,22,39944.01
2023-11-10,CategoryC,51.13,115.79,15.37,3306,47383.34
2023-11-10,CategoryC,46.61,41.93,46.32,21,18313.99
2023-11-10,CategoryD,98.67,111.62,25.29,80,17888.71
2023-11-10,CategoryD,11.5,57.84,45.34,443,10967.96
2023-11-10,CategoryD,28.38,181.05,7.68,8080,14099.86
2023-11-10,CategoryD,97.13,29.43,20.44,22,20590.18
2023-11-10,CategoryD,43.31,177.28,22.16,3306,44789.17
2023-11-10,CategoryD,42.86,83.19,20.1,21,8472.03
2023-11-11,CategoryA,27.23,20.94,27.66,80,16379.61
2023-11-11,CategoryA,14.01,99.75,43.38,443,44502.0
2023-11-11,CategoryA,34.59,180.14,45.61,8080,11402.18
2023-11-11,CategoryA,58.31,156.62,27.51,22,23374.28
2023-11-11,CategoryA,62.96,29.75,45.12,3306,14666.69
2023-11-11,CategoryA,62.64,87.71,39.6,21,2454.64
2023-11-11,CategoryB,80.89,33.0,44.84,80,21293.0
2023-11-11,CategoryB,11.01,142.97,13.58,443,3170.73
2023-11-11,CategoryB,41.36,148.93,9.84,8080,33952.65
2023-11-11,CategoryB,21.49,119.68,21.66,22,13692.45
2023-11-11,CategoryB,62.01,130.55,20.72,3306,14547.2
2023-11-11,CategoryB,72.66,175.66,22.79,21,16347.16
2023-11-11,CategoryC,44.1,104.12,10.46,80,34217.9
2023-11-11,CategoryC,87.24,67.87,40.67,443,18623.95
2023-11-11,CategoryC,49.49,166.86,11.48,8080,19373.82
2023-11-11,CategoryC,16.96,60.25,10.66,22,21762.17
2023-11-11,CategoryC,98.97,103.52,37.81,3306,17684.88
2023-11-11,CategoryC,49.93,33.85,22.84,21,18504.65
2023-11-11,CategoryD,26.24,157.36,41.1,80,1955.11
2023-11-11,CategoryD,91.09,182.03,43.21,443,46571.25
2023-11-11,CategoryD,61.27,66.5,16.47,8080,7462.53
2023-11-11,CategoryD,62.49,91.29,27.74,22,47095.91
2023-11-11,CategoryD,71.39,136.19,15.11,3306,31259.91
2023-11-11,CategoryD,92.23,164.06,16.68,21,43219.99
2023-11-12,CategoryA,66.38,171.71,11.65,80,46656.56
2023-11-12,CategoryA,95.2,102.92,48.69,443,28564.15
2023-11-12,CategoryA,19.15,134.25,39.72,8080,2650.52
2023-11-12,CategoryA,39.23,86.85,31.76,22,24238.02
2023-11-12,CategoryA,60.06,187.56,35.62,3306,15176.75
2023-11-12,CategoryA,99.22,25.59,13.21,21,9848.81
2023-11-12,CategoryB,55.29,112.64,28.93,80,25345.86
2023-11-12,CategoryB,93.68,87.08,36.85,443,24227.69
2023-11-12,CategoryB,46.6,178.26,22.16,8080,20279.26
2023-11-12,CategoryB,55.52,111.33,15.03,22,9580.71
2023-11-12,CategoryB,46.88,172.01,21.73,3306,2289.52
2023-11-12,CategoryB,23.86,49.73,23.27,21,47040.15
2023-11-12,CategoryC,34.77,37.75,12.5,80,48150.81
2023-11-12,CategoryC,38.1,161.3,5.39,443,16346.05
